,Unnamed: 0,country,country_code,year,value
1557,8181,Slovakia,SVK,2009,35583.30078
1558,8182,Slovakia,SVK,2010,37883.23828
1559,8183,Slovakia,SVK,2011,36421.82813
1560,8184,Slovakia,SVK,2012,34960.80859
1561,8185,Slovakia,SVK,2013,35796.80469
1562,8186,Slovakia,SVK,2014,33376.5625
1563,8187,Slovakia,SVK,2015,33661.88281
1564,8188,Slovakia,SVK,2016,33776.46094
1565,8189,Slovakia,SVK,2017,35655.66016
1566,8190,Slovakia,SVK,2018,35039.75
1567,8191,Slovakia,SVK,2019,33873.65234
1580,8204,Slovenia,SVN,2000,39556.20703
1581,8205,Slovenia,SVN,2001,41356.07031
1582,8206,Slovenia,SVN,2002,41149.77344
1583,8207,Slovenia,SVN,2003,40351.50391
1584,8208,Slovenia,SVN,2004,42799.28125
1585,8209,Slovenia,SVN,2005,42700.67188
1586,8210,Slovenia,SVN,2006,42925.03906
1587,8211,Slovenia,SVN,2007,42476.01172
1588,8212,Slovenia,SVN,2008,46287.62109
1589,8213,Slovenia,SVN,2009,42534.57813
1590,8214,Slovenia,SVN,2010,42411.10156
1591,8215,Slovenia,SVN,2011,41015.90234
1592,8216,Slovenia,SVN,2012,39730.51172
1593,8217,Slovenia,SVN,2013,39204.09766
1594,8218,Slovenia,SVN,2014,40131.55469
1595,8219,Slovenia,SVN,2015,36127.53125
1596,8220,Slovenia,SVN,2016,38558.47266
1597,8221,Slovenia,SVN,2017,38932.28906
1598,8222,Slovenia,SVN,2018,39695.28516
1599,8223,Slovenia,SVN,2019,38530.51563
1637,8520,Spain,ESP,2000,37419.38672
1638,8521,Spain,ESP,2001,38670.74609
1639,8522,Spain,ESP,2002,38527.92969
1640,8523,Spain,ESP,2003,40070.69922
1641,8524,Spain,ESP,2004,40854.25
1642,8525,Spain,ESP,2005,40469.85156
1643,8526,Spain,ESP,2006,40403.71094
1644,8527,Spain,ESP,2007,40652.96484
1645,8528,Spain,ESP,2008,38981.14453
1646,8529,Spain,ESP,2009,35738.05078
1647,8530,Spain,ESP,2010,36433.95313
1648,8531,Spain,ESP,2011,35630.37891
1649,8532,Spain,ESP,2012,35448.73828
1650,8533,Spain,ESP,2013,33770.98047
1651,8534,Spain,ESP,2014,33253.95703
1652,8535,Spain,ESP,2015,33745.39453
1653,8536,Spain,ESP,2016,34094.64453
1654,8537,Spain,ESP,2017,34473.73438
1655,8538,Spain,ESP,2018,35060.60938
1656,8539,Spain,ESP,2019,34049.9375
1694,8714,Sweden,SWE,2000,71999.0625
1695,8715,Sweden,SWE,2001,77085.1875
1696,8716,Sweden,SWE,2002,71968.67969
1697,8717,Sweden,SWE,2003,68724.20313
1698,8718,Sweden,SWE,2004,73703.42969
1699,8719,Sweden,SWE,2005,75325.78125
1700,8720,Sweden,SWE,2006,70338.25781
1701,8721,Sweden,SWE,2007,70878.36719
1702,8722,Sweden,SWE,2008,69228.59375
1703,8723,Sweden,SWE,2009,62963.44531
1704,8724,Sweden,SWE,2010,66201.17188
1705,8725,Sweden,SWE,2011,64925.12109
1706,8726,Sweden,SWE,2012,68370.30469
1707,8727,Sweden,SWE,2013,63555.34766
1708,8728,Sweden,SWE,2014,62778.60156
1709,8729,Sweden,SWE,2015,64414.26953
1710,8730,Sweden,SWE,2016,62790.32031
1711,8731,Sweden,SWE,2017,64372.65234
1712,8732,Sweden,SWE,2018,62638.46484
1713,8733,Sweden,SWE,2019,64719.82422
1751,8771,Switzerland,CHE,2000,51000.60156
1752,8772,Switzerland,CHE,2001,54202.13281
1753,8773,Switzerland,CHE,2002,50169.72656
1754,8774,Switzerland,CHE,2003,49303.98438
1755,8775,Switzerland,CHE,2004,48221.3125
1756,8776,Switzerland,CHE,2005,45863.30078
1757,8777,Switzerland,CHE,2006,47269.94922
1758,8778,Switzerland,CHE,2007,46251.09375
1759,8779,Switzerland,CHE,2008,47251.40234
1760,8780,Switzerland,CHE,2009,46559.67578
1761,8781,Switzerland,CHE,2010,44793.81641
1762,8782,Switzerland,CHE,2011,41992.48828
1763,8783,Switzerland,CHE,2012,43822.40625
1764,8784,Switzerland,CHE,2013,44401.46094
1765,8785,Switzerland,CHE,2014,41887.41797
1766,8786,Switzerland,CHE,2015,40509.34766
1767,8787,Switzerland,CHE,2016,37723.59375
1768,8788,Switzerland,CHE,2017,37470.97266
1769,8789,Switzerland,CHE,2018,37744.48828
1770,8790,Switzerland,CHE,2019,39084.58594
1788,9465,Ukraine,UKR,2000,32463.54492
1789,9466,Ukraine,UKR,2001,32290.23047
1790,9467,Ukraine,UKR,2002,32372.58789
1791,9468,Ukraine,UKR,2003,33456.18359
1792,9469,Ukraine,UKR,2004,33586.53516
1793,9470,Ukraine,UKR,2005,34238.98828
1794,9471,Ukraine,UKR,2006,34853.50391
1795,9472,Ukraine,UKR,2007,34893.44531
1796,9473,Ukraine,UKR,2008,33840.90625
1797,9474,Ukraine,UKR,2009,28943.45117
1798,9475,Ukraine,UKR,2010,31160.72852
1799,9476,Ukraine,UKR,2011,32326.8125
1800,9477,Ukraine,UKR,2012,31746.28516
1801,9478,Ukraine,UKR,2013,30241.98633
1802,9479,Ukraine,UKR,2014,26786.29297
1803,9480,Ukraine,UKR,2015,22336.85156
1804,9481,Ukraine,UKR,2016,23482.62695
1805,9482,Ukraine,UKR,2017,21923.60352
1806,9483,Ukraine,UKR,2018,22871.78516
1807,9484,Ukraine,UKR,2019,21768.2168
1845,9579,United Kingdom,GBR,2000,45219.74219
1846,9580,United Kingdom,GBR,2001,45490.87891
1847,9581,United Kingdom,GBR,2002,44367.56641
1848,9582,United Kingdom,GBR,2003,44893.49219
1849,9583,United Kingdom,GBR,2004,44899.73828
1850,9584,United Kingdom,GBR,2005,45092.97656
1851,9585,United Kingdom,GBR,2006,44152.36719
1852,9586,United Kingdom,GBR,2007,42391.53516
1853,9587,United Kingdom,GBR,2008,41156.64453
1854,9588,United Kingdom,GBR,2009,38712.05078
1855,9589,United Kingdom,GBR,2010,39228.01172
1856,9590,United Kingdom,GBR,2011,36800.8125
1857,9591,United Kingdom,GBR,2012,36969.95313
1858,9592,United Kingdom,GBR,2013,36581.52734
1859,9593,United Kingdom,GBR,2014,34309.67188
1860,9594,United Kingdom,GBR,2015,34571.11328
1861,9595,United Kingdom,GBR,2016,33979.8125
1862,9596,United Kingdom,GBR,2017,33675.21484
1863,9597,United Kingdom,GBR,2018,33326.96484
1864,9598,United Kingdom,GBR,2019,32361.2168
